Staff_ID,Staff_FName,Staff_LName,Dept,Country,Email,Access_Role,Password
140926,Somsak,Somsri,Sales,Vietnam,Somsak.Somsri@allinone.com.vn,2,OxfNrDtE
140927,Chin,Lim,Sales,Hong Kong,Chin.Lim@allinone.com.hk,2,37D6ZsSb
140928,Sok,Chhay,Sales,Hong Kong,Sok.Chhay@allinone.com.hk,2,SdUoQZxZ
140929,Tat,Nguyen,Sales,Hong Kong,Tat.Nguyen@allinone.com.hk,2,w5NjRve7
140933,Hlaing,Sithu,Sales,Hong Kong,Hlaing.Sithu@allinone.com.hk,2,egga7guQ
140934,Santhi,Perumal,Sales,Hong Kong,Santhi.Perumal@allinone.com.hk,2,qvYVymcR
140935,Hakim,Siregar,Sales,Hong Kong,Hakim.Siregar@allinone.com.hk,2,UI2OWJJz
140937,Sirirat,Chaiyaporn,Sales,Hong Kong,Sirirat.Chaiyaporn@allinone.com.hk,2,qhJxPBgr
140938,Chinh,Tran,Sales,Hong Kong,Chinh.Tran@allinone.com.hk,2,vAzkqZNP
140940,Siti,Ahmad,Sales,Singapore,Siti.Ahmad@allinone.com.sg,2,jR6axZnK
140941,Chandra,Rai,Sales,Singapore,Chandra.Rai@allinone.com.sg,2,QFij6r3L
140942,Ratana,Keo,Sales,Singapore,Ratana.Keo@allinone.com.sg,2,XYdW3Hxt
140944,Yee,Lim,Sales,Singapore,Yee.Lim@allinone.com.sg,3,XnGknSXu
140945,Wai,Yong,Sales,Singapore,Wai.Yong@allinone.com.sg,2,o8oxAHJF
140947,Thi,Pham,Sales,Singapore,Thi.Pham@allinone.com.sg,2,hjP9vzii
140948,Nara,Sok,Sales,Singapore,Nara.Sok@allinone.com.sg,2,tfdia3xR
150008,Eric,Loh,Solutioning,Singapore,Eric.Loh@allinone.com.sg,3,ViVv8dkb
150065,Noah,Goh,Engineering,Singapore,Noah.Goh@allinone.com.sg,2,nKh3pCbr
150075,Liam,Tan,Engineering,Singapore,Liam.Tan@allinone.com.sg,2,q1er9WX5
150076,Oliver,Chan,Engineering,Singapore,Oliver.Chan@allinone.com.sg,2,AMIxEXMa
150085,Michael,Ng,Engineering,Singapore,Michael.Ng@allinone.com.sg,2,23C7bNPG
150095,Alexander,The,Engineering,Singapore,Alexander.The@allinone.com.sg,2,ILzE4OGL
150096,Ethan,Tan,Engineering,Singapore,Ethan.Tan@allinone.com.sg,2,hX29zdLw
150115,Jaclyn,Lee,Engineering,Singapore,Jaclyn.Lee@allinone.com.sg,2,dJyIerKB
150118,William,Teo,Engineering,Singapore,William.Teo@allinone.com.sg,2,B27UzT7b
150125,Mary,Teo,Engineering,Singapore,Mary.Teo@allinone.com.sg,2,iwByVfRA
150126,Oliva,Lim,Engineering,Singapore,Oliva.Lim@allinone.com.sg,2,5aJaP9d5
150138,Daniel,Fu,Engineering,Singapore,Daniel.Fu@allinone.com.sg,2,MBgBSd0b
150142,James,Lee,Engineering,Singapore,James.Lee@allinone.com.sg,2,BH2nDfZ6
150143,John,Lim,Engineering,Singapore,John.Lim@allinone.com.sg,3,3K7HA6L6
150148,Jack,Heng,Engineering,Singapore,Jack.Heng@allinone.com.sg,2,qFD4uLnx
150155,Derek,Wong,Engineering,Singapore,Derek.Wong@allinone.com.sg,2,WYAtyPtp
150162,Jacob,Tong,Engineering,Singapore,Jacob.Tong@allinone.com.sg,2,GohM9Su9
150163,Logan,Loh,Engineering,Singapore,Logan.Loh@allinone.com.sg,2,ZSE3H3Al
150165,Oliver,Tan,Engineering,Singapore,Oliver.Tan@allinone.com.sg,2,4tetTM0X
150166,William,Fu,Engineering,Singapore,William.Fu@allinone.com.sg,2,4GP9bfGg
150168,Jackson,Tan,Engineering,Singapore,Jackson.Tan@allinone.com.sg,2,rVWsHf8f
150175,Aiden,Tan,Engineering,Singapore,Aiden.Tan@allinone.com.sg,2,TjKnOfOs
150192,Emma,Heng,Engineering,Singapore,Emma.Heng@allinone.com.sg,2,MwLQccWv
150193,Charlotte,Wong,Engineering,Singapore,Charlotte.Wong@allinone.com.sg,2,DksZNtkS
150198,Amelia,Ong,Engineering,Singapore,Amelia.Ong@allinone.com.sg,2,RZlym4PZ
150205,Eva,Yong,Engineering,Singapore,Eva.Yong@allinone.com.sg,2,CRMfB786
150208,James,Tong,Engineering,Singapore,James.Tong@allinone.com.sg,2,o9LjFbvl
150215,Michael,Lee,Engineering,Singapore,Michael.Lee@allinone.com.sg,2,R9k6DBSi
150216,Ethan,Lim,Engineering,Singapore,Ethan.Lim@allinone.com.sg,2,Jjp5vJLl
150232,John,Loh,Engineering,Singapore,John.Loh@allinone.com.sg,2,zBWzHzWc
150233,Jack,Tan,Engineering,Singapore,Jack.Tan@allinone.com.sg,2,SiBZdkyS
150238,Derek,Tan,Engineering,Singapore,Derek.Tan@allinone.com.sg,2,eFYcAiiO
150245,Benjamin,Tan,Engineering,Singapore,Benjamin.Tan@allinone.com.sg,3,TNNZ1KPa
150258,Daniel,Heng,Engineering,Singapore,Daniel.Heng@allinone.com.sg,2,lyVVKZqV
150265,Jaclyn,Tong,Engineering,Singapore,Jaclyn.Tong@allinone.com.sg,2,s77UizlJ
150275,Mary,Fu,Engineering,Singapore,Mary.Fu@allinone.com.sg,2,AT2vmgua
150276,Oliva,Loh,Engineering,Singapore,Oliva.Loh@allinone.com.sg,2,mEi4Iiff
150282,Jacob,Wong,Engineering,Singapore,Jacob.Wong@allinone.com.sg,2,OpDGV0qf
150283,Logan,Ong,Engineering,Singapore,Logan.Ong@allinone.com.sg,2,OkuUYha6
150288,Jackson,Yong,Engineering,Singapore,Jackson.Yong@allinone.com.sg,2,qNGcPgYB
150295,Aiden,Toh,Engineering,Singapore,Aiden.Toh@allinone.com.sg,2,n1IbQSji
150318,Emma,Tan,Engineering,Singapore,Emma.Tan@allinone.com.sg,2,ffu42pFR
150342,Charlotte,Tan,Engineering,Singapore,Charlotte.Tan@allinone.com.sg,2,iDNgr77d
150343,Amelia,Tan,Engineering,Singapore,Amelia.Tan@allinone.com.sg,2,ROAcd9P1
150345,William,Heng,Engineering,Singapore,William.Heng@allinone.com.sg,3,RNSY7vnE
150348,Eva,Goh,Engineering,Singapore,Eva.Goh@allinone.com.sg,2,arTPw48K
150355,Sophia,Chan,Engineering,Singapore,Sophia.Chan@allinone.com.sg,2,rfamEOS2
150356,James,Wong,Engineering,Singapore,James.Wong@allinone.com.sg,2,jasSr32G
150398,John,Ong,Engineering,Singapore,John.Ong@allinone.com.sg,2,nbz0GJDF
150422,Jack,Yong,Engineering,Singapore,Jack.Yong@allinone.com.sg,2,FT8ww1Dc
150423,Derek,Toh,Engineering,Singapore,Derek.Toh@allinone.com.sg,2,t2iCdA7v
150428,Benjamin,The,Engineering,Singapore,Benjamin.The@allinone.com.sg,2,gYEWFrLo
150435,Lucas,Ng,Engineering,Singapore,Lucas.Ng@allinone.com.sg,2,XnT34pY0
150445,Ethan,Loh,Engineering,Singapore,Ethan.Loh@allinone.com.sg,2,tBhIhqh1
150446,Daniel,Tan,Engineering,Singapore,Daniel.Tan@allinone.com.sg,2,E1PgluRQ
150488,Jacob,Tan,Engineering,Singapore,Jacob.Tan@allinone.com.sg,2,8Q7d3xRS
150512,Logan,Tan,Engineering,Singapore,Logan.Tan@allinone.com.sg,2,18NxH6tD
150513,Jackson,Goh,Engineering,Singapore,Jackson.Goh@allinone.com.sg,2,DxInYnJw
150518,Aiden,Chan,Engineering,Singapore,Aiden.Chan@allinone.com.sg,2,RQf0Ftuv
150525,Samuel,Teo,Engineering,Singapore,Samuel.Teo@allinone.com.sg,2,hmHIeGGW
150555,Jaclyn,Wong,Engineering,Singapore,Jaclyn.Wong@allinone.com.sg,3,jfAL8DT9
150565,Benjamin,Ong,Engineering,Singapore,Benjamin.Ong@allinone.com.sg,2,SzH1rOxR
150566,Oliva,Ong,Engineering,Singapore,Oliva.Ong@allinone.com.sg,2,ao2CBUuW
150585,Samuel,Tan,Engineering,Singapore,Samuel.Tan@allinone.com.sg,2,WgIGeSOi
150608,Emma,Yong,Engineering,Singapore,Emma.Yong@allinone.com.sg,2,Ma84UuuM
150615,Sophia,Toh,Engineering,Singapore,Sophia.Toh@allinone.com.sg,2,XZcVUhIZ
150632,Charlotte,Toh,Engineering,Singapore,Charlotte.Toh@allinone.com.sg,2,0FE36gIu
150633,Amelia,The,Engineering,Singapore,Amelia.The@allinone.com.sg,2,wftI3iyG
150638,Eva,Ng,Engineering,Singapore,Eva.Ng@allinone.com.sg,2,tsyhTfc5
150645,Sophia,Tan,Engineering,Singapore,Sophia.Tan@allinone.com.sg,2,jP8Sapqf
150655,Lucas,Goh,Engineering,Singapore,Lucas.Goh@allinone.com.sg,2,xM5MhEvl
150695,William,Tan,Engineering,Singapore,William.Tan@allinone.com.sg,2,MPGJ0DFu
150705,Samuel,The,Engineering,Singapore,Samuel.The@allinone.com.sg,2,A5lGl3Sb
150765,Liam,Teo,Engineering,Singapore,Liam.Teo@allinone.com.sg,2,uzmjS0Gg
150776,Lucas,Yong,Engineering,Singapore,Lucas.Yong@allinone.com.sg,2,nkQtnHP7
150796,Susan,Goh,Engineering,Singapore,Susan.Goh@allinone.com.sg,2,nCK8Xe18
150826,Liam,The,Engineering,Singapore,Liam.The@allinone.com.sg,2,NokvbWBt
150845,Henry,Tan,Engineering,Singapore,Henry.Tan@allinone.com.sg,2,NvaaZ9zl
150866,Henry,Chan,Engineering,Singapore,Henry.Chan@allinone.com.sg,3,lckvaExC
150916,Susan,Ng,Engineering,Singapore,Susan.Ng@allinone.com.sg,2,4Hy7aENc
150918,Henry,Toh,Engineering,Singapore,Henry.Toh@allinone.com.sg,2,Cnk8j1tc
150935,Susan,Lee,Engineering,Singapore,Susan.Lee@allinone.com.sg,2,YJKsPm3x
150938,Janice,Chan,Engineering,Singapore,Janice.Chan@allinone.com.sg,2,IlWb2iKD
150968,Noah,Ng,Engineering,Singapore,Noah.Ng@allinone.com.sg,2,kbRFCm4S
150976,Noah,Lee,Engineering,Singapore,Noah.Lee@allinone.com.sg,2,w3rJxKqQ
151008,Alexander,Teo,Engineering,Singapore,Alexander.Teo@allinone.com.sg,2,z34HNxIp
151055,Liam,Fu,Engineering,Singapore,Liam.Fu@allinone.com.sg,2,8BG76EHa
151056,Alexander,Fu,Engineering,Singapore,Alexander.Fu@allinone.com.sg,2,j0swf8w0
151058,Janice,Tan,Engineering,Singapore,Janice.Tan@allinone.com.sg,2,kZbwFQTT
151118,Oliver,Lim,Engineering,Singapore,Oliver.Lim@allinone.com.sg,2,vcQDziPV
151146,Janice,Lim,Engineering,Singapore,Janice.Lim@allinone.com.sg,2,a7GWSVtj
151198,Michael,Tong,Engineering,Singapore,Michael.Tong@allinone.com.sg,2,bQpOfznD
151266,Noah,Tong,Engineering,Singapore,Noah.Tong@allinone.com.sg,2,z1oWKt8L
151288,Mary,Heng,Engineering,Singapore,Mary.Heng@allinone.com.sg,2,U4CQ8LLX
151407,Oliver,Loh,Engineering,Singapore,Oliver.Loh@allinone.com.sg,2,vyBc8tuR
151408,Philip,Lee,Engineering,Singapore,Philip.Lee@allinone.com.sg,3,2QH8nMoV
151410,Phuong,Dinh,Engineering,Singapore,Phuong.Dinh@allinone.com.sg,3,ZdHyTQhA
151411,Bao,Nguyen,Engineering,Singapore,Bao.Nguyen@allinone.com.sg,2,Z0U4KPmz
151412,Wati,Halim,Engineering,Singapore,Wati.Halim@allinone.com.sg,2,7wFzSz8z
151413,Seng,Soeun,Engineering,Singapore,Seng.Soeun@allinone.com.sg,2,u9XWIAdu
151414,Yun,Lee,Engineering,Indonesia ,Yun.Lee@allinone.com.id,2,ZHrLG9Tu
151415,Aung,Tun,Engineering,Singapore,Aung.Tun@allinone.com.sg,2,wLmMJozu
151416,Vannak,Chen,Engineering,Malaysia,Vannak.Chen@allinone.com.my,2,79CQ8fsV
151417,Pich,Sun,Engineering,Singapore,Pich.Sun@allinone.com.sg,2,hVBMTqdf
151418,Chandara,Khun,Engineering,Vietnam,Chandara.Khun@allinone.com.vn,2,BE1JEcPO
151419,Heng,Heng,Engineering,Singapore,Heng.Heng@allinone.com.sg,2,2BR1mQaj
151420,Siti,Ismail,Engineering,Singapore,Siti.Ismail@allinone.com.sg,2,LClqK38S
151425,Thuy,Phan,Engineering,Hong Kong,Thuy.Phan@allinone.com.hk,2,LDjmDh0l
151426,Trung,Trinh,Engineering,Singapore,Trung.Trinh@allinone.com.sg,2,a9ewgyTC
151427,Rahul,Sharma,Engineering,Singapore,Rahul.Sharma@allinone.com.sg,2,yKMjtc7O
151428,Champa,Thao,Engineering,Singapore,Champa.Thao@allinone.com.sg,2,b3ScFYf5
151430,Rithy,Chheng,Engineering,Singapore,Rithy.Chheng@allinone.com.sg,2,mVB01v5o
151431,Mani,Raj,Engineering,Singapore,Mani.Raj@allinone.com.sg,2,4nhMp2Ac
151432,Sokunthea,Phan,Engineering,Singapore,Sokunthea.Phan@allinone.com.sg,2,vV0T7HH9
151433,Mani,Devi,Engineering,Indonesia ,Mani.Devi@allinone.com.id,2,Ea8vgixR
151435,Somnang,Suon,Engineering,Singapore,Somnang.Suon@allinone.com.sg,2,yFIVmzPk
151436,Samsul,Rahman,Engineering,Malaysia,Samsul.Rahman@allinone.com.my,2,prwH4dnv
151438,Rath,Phan,Engineering,Singapore,Rath.Phan@allinone.com.sg,2,MAek5CLk
151439,Ji,Han,Engineering,Vietnam,Ji.Han@allinone.com.vn,3,lFVuNryW
151440,Sok,Pich,Engineering,Singapore,Sok.Pich@allinone.com.sg,2,ZvlP9S6x
151441,Minh,Hoang,Engineering,Singapore,Minh.Hoang@allinone.com.sg,3,jYvaqDmo
151443,Anil,Kumar,Engineering,Hong Kong,Anil.Kumar@allinone.com.hk,3,AiQ0YuBb
151444,Chinh,Le,Engineering,Singapore,Chinh.Le@allinone.com.sg,2,ykGGhKKN
151446,Seng,Seng,Engineering,Singapore,Seng.Seng@allinone.com.sg,2,8ajVCUWa
151447,Nanda,Kesavan,Engineering,Singapore,Nanda.Kesavan@allinone.com.sg,2,R1PrYHGL
151448,Amirah,Ahmad,Engineering,Singapore,Amirah.Ahmad@allinone.com.sg,2,RWsmE6Ri
151450,Sokly,Sok,Engineering,Singapore,Sokly.Sok@allinone.com.sg,2,S8Ph1ELE
151451,Trung,Pham,Engineering,Singapore,Trung.Pham@allinone.com.sg,2,Algb43Zz
151452,Rithya,Suon,Engineering,Indonesia ,Rithya.Suon@allinone.com.id,3,J7wm0zQL
151456,Phuc,Vo,Engineering,Singapore,Phuc.Vo@allinone.com.sg,2,9YABWsP4
151457,Chandra,Pandey,Engineering,Malaysia,Chandra.Pandey@allinone.com.my,3,YPoWvLyp
151458,Manoj,Singh,Engineering,Singapore,Manoj.Singh@allinone.com.sg,2,fDwl2WQg
151459,Phalla,Yong,Engineering,Vietnam,Phalla.Yong@allinone.com.vn,2,wDjfIiyU
151464,Chhaya,Sou,Engineering,Singapore,Chhaya.Sou@allinone.com.sg,2,ilH4805c
151465,Soma,Lim,Engineering,Singapore,Soma.Lim@allinone.com.sg,2,zmQk18Sw
151466,Siv,Sun,Engineering,Hong Kong,Siv.Sun@allinone.com.hk,2,42pjooAv
151467,Vannak,Mao,Engineering,Singapore,Vannak.Mao@allinone.com.sg,2,bYzzqoMt
151468,Kumara,Seng,Engineering,Singapore,Kumara.Seng@allinone.com.sg,2,lPrcqqJk
151469,Sok,Heng,Engineering,Singapore,Sok.Heng@allinone.com.sg,2,66ijcHQ5
151470,Siti,Saad,Engineering,Singapore,Siti.Saad@allinone.com.sg,2,bxbk3rou
151471,Chanh,Ly,Engineering,Singapore,Chanh.Ly@allinone.com.sg,3,XQPtt9bH
151472,Anh,Truong,Engineering,Singapore,Anh.Truong@allinone.com.sg,2,20QK03nT
151476,Hakim,Rahman,Engineering,Indonesia ,Hakim.Rahman@allinone.com.id,2,0kED7gDX
151477,Priya,Kaur,Engineering,Singapore,Priya.Kaur@allinone.com.sg,2,nPcRpXAH
151479,Narong,Chen,Engineering,Malaysia,Narong.Chen@allinone.com.my,2,7X0bfcMK
151480,Rin,Sok,Engineering,Singapore,Rin.Sok@allinone.com.sg,2,zEGOmQYp
151481,Phuc,Lam,Engineering,Vietnam,Phuc.Lam@allinone.com.vn,2,biseSbD9
151482,Sok,Chin,Engineering,Singapore,Sok.Chin@allinone.com.sg,2,lWNqhKP0
151483,Chandara,Kong,Engineering,Singapore,Chandara.Kong@allinone.com.sg,2,1hcuOYj1
151484,Phanith,Sok,Engineering,Hong Kong,Phanith.Sok@allinone.com.hk,2,oJw8oy1e
151485,Heng,Sim,Engineering,Singapore,Heng.Sim@allinone.com.sg,2,eK8khtXq
151487,Nanda,Devan,Engineering,Singapore,Nanda.Devan@allinone.com.sg,2,m8lYvSJw
151488,Pich,Phan,Engineering,Singapore,Pich.Phan@allinone.com.sg,2,ABSzKGly
151489,Anil,Sarawat,Engineering,Singapore,Anil.Sarawat@allinone.com.sg,2,03kNNTu6
151491,Nguyen,Tuan,Engineering,Singapore,Nguyen.Tuan@allinone.com.sg,2,A7URimsl
151492,Bao,Kim,Engineering,Singapore,Bao.Kim@allinone.com.sg,2,yjXzuN5o
151493,Boun,Sok,Engineering,Indonesia ,Boun.Sok@allinone.com.id,2,CsRLKksS
151494,Soma,Khun,Engineering,Singapore,Soma.Khun@allinone.com.sg,2,IXxse9UQ
151495,Samsul,Saifullah,Engineering,Malaysia,Samsul.Saifullah@allinone.com.my,2,5f8XVsT3
151496,Rina,Li,Engineering,Singapore,Rina.Li@allinone.com.sg,2,fyf1JcZw
151498,Mani,Prasad,Engineering,Vietnam,Mani.Prasad@allinone.com.vn,2,3PYGCzQl
151499,Koh,Seng,Engineering,Singapore,Koh.Seng@allinone.com.sg,2,JRwxXeBy
151500,Arifin,Siregar,Engineering,Singapore,Arifin.Siregar@allinone.com.sg,2,dqwaR7pO
151502,Kumari,Devi,Engineering,Hong Kong,Kumari.Devi@allinone.com.hk,2,2R9R6tzF
151503,Narong,Khun,Engineering,Singapore,Narong.Khun@allinone.com.sg,2,e22Sv9E1
151505,Thi,Lam,Engineering,Singapore,Thi.Lam@allinone.com.sg,2,GjNCwe97
151506,Vannak,Sok,Engineering,Singapore,Vannak.Sok@allinone.com.sg,2,aQTJ5qps
151507,Phuong,Nguyen,Engineering,Singapore,Phuong.Nguyen@allinone.com.sg,2,ZFsSUrvl
151508,Srey,Makara,Engineering,Singapore,Srey.Makara@allinone.com.sg,2,zfIri0NS
151509,Hlaing,Kyaw,Engineering,Singapore,Hlaing.Kyaw@allinone.com.sg,2,mJPVLutD
151510,Anh,Ly,Engineering,Indonesia ,Anh.Ly@allinone.com.id,2,XuYZ9F4z
151512,Chin,Heng,Engineering,Singapore,Chin.Heng@allinone.com.sg,2,6PowSHee
151513,Nara,Yong,Engineering,Malaysia,Nara.Yong@allinone.com.my,2,YeulxwRU
151514,Somchai,Phan,Engineering,Singapore,Somchai.Phan@allinone.com.sg,2,jnGCoyPp
151515,Rath,Sim,Engineering,Vietnam,Rath.Sim@allinone.com.vn,2,wsCyAj4j
151517,Chinh,Tran,Engineering,Singapore,Chinh.Tran@allinone.com.sg,2,iCFY5ErO
151518,Yee,Liu,Engineering,Singapore,Yee.Liu@allinone.com.sg,2,lkZKhUwi
151519,Heng,Chhour,Engineering,Hong Kong,Heng.Chhour@allinone.com.hk,2,f08vRBpy
151520,Sokunthea,Soy,Engineering,Singapore,Sokunthea.Soy@allinone.com.sg,2,3eENJLkx
151521,Champa,Thach,Engineering,Singapore,Champa.Thach@allinone.com.sg,2,VGmrxSKQ
151523,Rahim,Ramli,Engineering,Singapore,Rahim.Ramli@allinone.com.sg,2,MHTgBHVE
151524,Hakim,Hassan,Engineering,Singapore,Hakim.Hassan@allinone.com.sg,2,0ZIFvmjs
151525,Trung,Le,Engineering,Singapore,Trung.Le@allinone.com.sg,2,Q4nKZMdq
151526,Seng,Chhour,Engineering,Singapore,Seng.Chhour@allinone.com.sg,2,taBXlcN1
151527,Narong,Mao,Engineering,Indonesia ,Narong.Mao@allinone.com.id,2,w3PqhISe
151528,Phuc,Phung,Engineering,Singapore,Phuc.Phung@allinone.com.sg,2,SiboP1nV
151531,Chandara,Sin,Engineering,Malaysia,Chandara.Sin@allinone.com.my,2,xYHp6x3Y
151533,Soma,San,Engineering,Singapore,Soma.San@allinone.com.sg,2,69TZgm6N
151534,Siv,Savuth,Engineering,Vietnam,Siv.Savuth@allinone.com.vn,2,k2xPiM2e
151535,Vannak,Soun,Engineering,Singapore,Vannak.Soun@allinone.com.sg,2,vWVN7b0D
151536,Kumara,Suon,Engineering,Singapore,Kumara.Suon@allinone.com.sg,2,ouwL9u7W
151537,Sok,Mao,Engineering,Hong Kong,Sok.Mao@allinone.com.hk,2,mv8Osmxk
151539,Siti,Yusof,Engineering,Singapore,Siti.Yusof@allinone.com.sg,2,5Hd7c2e4
151540,Chanh,Sin,Engineering,Singapore,Chanh.Sin@allinone.com.sg,2,dCnQTgGT
151541,Anh,Tran,Engineering,Singapore,Anh.Tran@allinone.com.sg,2,p7UNSZDI
151543,Priya,Krishnan,Engineering,Singapore,Priya.Krishnan@allinone.com.sg,2,EnFjIFID
151544,Nanda,Lal,Engineering,Singapore,Nanda.Lal@allinone.com.sg,2,YhF5bvz9
151545,Rithy,Khun,Engineering,Singapore,Rithy.Khun@allinone.com.sg,2,Ud4c4pQT
151546,Mani,Choudhury,Engineering,Indonesia ,Mani.Choudhury@allinone.com.id,2,kZXZdRnP
151547,Koh,Loo,Engineering,Singapore,Koh.Loo@allinone.com.sg,2,hiiXyiKV
151548,Arifin,Bakar,Engineering,Malaysia,Arifin.Bakar@allinone.com.my,2,fEzFW8xr
151549,Kumari,Pillai,Engineering,Singapore,Kumari.Pillai@allinone.com.sg,2,pfs57JlB
151550,Narong,Chua,Engineering,Vietnam,Narong.Chua@allinone.com.vn,2,35BFmSHo
151556,Thi,Ling,Engineering,Singapore,Thi.Ling@allinone.com.sg,2,d0qnRmCi
151558,Vannak,Seng,Engineering,Singapore,Vannak.Seng@allinone.com.sg,2,rgxHyjx3
151559,Nara,Loo,Engineering,Hong Kong,Nara.Loo@allinone.com.hk,2,O0dlyvzs
151560,Somchai,Kong,Engineering,Singapore,Somchai.Kong@allinone.com.sg,2,Py0rF72c
151561,Rath,Khun,Engineering,Singapore,Rath.Khun@allinone.com.sg,2,u0CIdFBw
151562,Chinh,Nguyen,Engineering,Singapore,Chinh.Nguyen@allinone.com.sg,2,MbsUHuk7
151563,Yee,Chong,Engineering,Singapore,Yee.Chong@allinone.com.sg,2,uZAjK81g
151564,Heng,Phal,Engineering,Singapore,Heng.Phal@allinone.com.sg,2,rhNLCz75
151567,Sokunthea,Seng,Engineering,Singapore,Sokunthea.Seng@allinone.com.sg,2,k2a5rNI2
